CryptoPunkId,ETH,Price
3249,7.5,10489.99977
7791,8.5,11890.00034
9145,19,26579.99992
7353,6.8,9510.000229
4550,7.45,10420.00008
1798,9,12590.00015
1667,7.8,10909.99985
4689,8,11189.99958
2739,6.75,9439.99958
4331,6.9,9649.999619
7992,9,12590.00015
1786,7,9789.999962
7132,5.5,7690.000057
3425,6.66,9319.999695
9326,9.75,13640.00034
5711,7,9789.999962
8315,8.9,12449.99981
6341,7.04,9859.999657
4312,6.6,9229.999542
9171,6.5,9090.000153
7251,6.5,9090.000153
3565,6.5,9090.000153
4261,7.85,10979.99954
1744,12,16790.00092
1566,13,18190.00053
3402,12,16790.00092
2222,14,19590.00015
5815,8,11189.99958
1196,12.5,17489.99977
2730,15,20989.99977
9216,9.99,13979.99954
2907,5.9,8250
3339,5.89,8239.999771
9726,6.99,9779.999733
2504,5,7000
628,12,16790.00092
7000,7.2,10069.99969
1123,16,22379.99916
4640,16,22379.99916
8929,27,37770.00046
1640,6.99,9779.999733
2430,7.8,10909.99985
1880,7.8,10909.99985
9627,8.45,11819.99969
9494,9.4,13149.99962
3455,7.79,10899.99962
5781,10,13989.99977
9306,8,11189.99958
6207,8,11189.99958
3640,6.4,8949.999809
3878,6.7,9369.999886
7593,9.5,13289.99996
9781,9,12590.00015
1044,7.9,11050.00019
8987,6,8390.000343
7763,25,34979.99954
994,11,15390.00034
7250,9.05,12659.99985
9821,5.81,8130.000114
638,20,27979.99954
4975,7,9789.999962
5287,7.89,11039.99996
9518,5.98,8369.999886
7808,6,8390.000343
4841,5.74,8029.999733
7844,15,20989.99977
8905,6.75,9439.99958
6834,9.99,13979.99954
9239,8.5,11890.00034
8777,6.25,8739.999771
4909,12,16790.00092
4108,5.98,8369.999886
1241,6,8390.000343
9249,6,8390.000343
3033,5.5,7690.000057
3683,5.5,7690.000057
7755,5.49,7679.999828
8508,5.49,7679.999828
2856,6.49,9079.999924
8510,8.5,11890.00034
4844,5.25,7340.000153
9997,99.99,139889.9994
7040,6.5,9090.000153
4202,6.49,9079.999924
7179,4.95,6929.999828
6134,4.99,6980.000019
7922,9.5,13289.99996
4082,22.82,31930.00031
6424,5.69,7960.000038
7846,97,135699.9969
1594,6,8390.000343
6297,215,300790.0085
7374,10.9,15250
7603,13.5,18889.99939
3915,5.5,7690.000057
8849,18,25180.00031
2984,8.25,11539.99996
7554,5.49,7679.999828
7554,5.49,7679.999828
3426,5.12,7159.999847
3056,6.5,9090.000153
916,15,20989.99977
6979,10,13989.99977
5985,7.8,10909.99985
5996,5.15,7199.999809
6545,4.9,6860.000134
4785,13.25,18540.00092
9194,13.5,18889.99939
7213,16.5,23079.99992
2190,45,62959.99908
7468,8.88,12420.00008
8394,8.5,11890.00034
2605,33,46169.99817
5708,14,19590.00015
9643,17,23780.00069
3332,8,11189.99958
7123,7.6,10630.00011
9028,19.99,27969.99931
9028,19.99,27969.99931
3095,5.99,8380.000114
4497,7,9789.999962
9405,10,13989.99977
6975,5.8,8109.999657
4444,24,33580.00183
7651,10.89,15239.99977
6196,7.5,10489.99977
4596,24.5,34279.99878
8520,14,19590.00015
195,16,22379.99916
6918,6,8390.000343
3111,16.4,22940.00053
3222,7.1,9930.000305
2654,9,12590.00015
1489,9.9,13850.00038
4313,11.25,15739.99977
1697,7.2,10069.99969
1253,20.69,28950.00076
9670,9,12590.00015
5639,12.35,17280.00069
6437,12.64,17680.00031
4484,5.5,7690.000057
1237,35,48970.00122
3221,6.99,9779.999733
9455,14,19590.00015
4684,5.85,8180.000305
3134,15.3,21399.99962
7306,8,11189.99958
1592,5.64,7889.999866
8608,8,11189.99958
8870,120,167880.0049
4130,9.55,13359.99966
6728,9.55,13359.99966
8900,16,22379.99916
5088,5.75,8039.999962
1378,5.48,7670.000076
4352,6.2,8670.000076
7409,5.75,8039.999962
3467,6.5,9090.000153
8247,6.8,9510.000229
9450,9,12590.00015
5169,17.69,24750
1010,18,25180.00031
8344,18,25180.00031
8105,50,69949.99695
2714,7.5,10489.99977
3793,8.8,12310.00042
4334,7,9789.999962
3364,6.99,9779.999733
8933,12,16790.00092
4011,5.8,8109.999657
7383,7.25,10140.00034
4797,8.25,11539.99996
4906,5.69,7960.000038
3922,5.79,8100.000381
3312,5.98,8369.999886
2354,5.75,8039.999962
6828,5.69,7960.000038
6666,79.99,111910.0037
9325,25,34979.99954
9337,6,8390.000343
1866,11.25,15739.99977
2591,7.5,10489.99977
1828,11.25,15739.99977
2483,5.9,8250
1913,7,9789.999962
5008,8,11189.99958
1436,5.17,7230.000019
4174,5.1,7130.000114
8803,8.88,12420.00008
2817,7,9789.999962
2844,38.5,53860.00061
593,45,62959.99908
5785,35,48970.00122
6793,31,43369.99893
9292,9.2,12869.99989
3091,4.44,6210.000038
3528,9.97,13949.99981
2673,6,8390.000343
1630,18,25180.00031
4511,6.66,9319.999695
8724,10,13989.99977
613,6.5,9090.000153
3580,5.75,8039.999962
2888,6.39,8939.99958
1788,6.5,9090.000153
7896,8,11189.99958
7571,8.88,12420.00008
4945,8.99,12579.99992
1796,8.99,12579.99992
3215,6.66,9319.999695
1096,6.5,9090.000153
4804,5.6,7829.999924
4591,6.6,9229.999542
3428,5,7000
4102,5.55,7760.000229
1522,6.95,9720.000267
1275,6,8390.000343
5830,6.3,8810.00042
6086,6,8390.000343
5146,6.5,9090.000153
3914,7,9789.999962
2950,13.9,19450.00076
9113,6.9,9649.999619
9252,9.8,13710.00004
2788,5.8,8109.999657
4215,9.5,13289.99996
2668,4.97,6949.999809
7857,7,9789.999962
7164,6.5,9090.000153
827,18,25180.00031
2914,13,18190.00053
4750,9.5,13289.99996
9920,9.25,12939.99958
6531,9,12590.00015
6193,5.2,7269.999981
7281,4.93,6900.000095
5194,5.68,7949.999809
2043,4.98,6969.99979
5803,4.99,6980.000019
4475,4.85,6789.999962
4452,8,11189.99958
2920,6.89,9640.000343
616,11,15390.00034
2539,7.45,10420.00008
924,16.5,23079.99992
5247,5.48,7670.000076
7087,7,9789.999962
8132,5.2,7269.999981
8132,5.2,7269.999981
2832,7.25,10140.00034
1326,9.5,13289.99996
7971,85,118919.9982
5648,6,8390.000343
1183,16.9,23639.99939
485,16,22379.99916
2898,7,9789.999962
1946,9.75,13640.00034
7113,5.5,7690.000057
2388,5.5,7690.000057
3572,5.68,7949.999809
5231,4.99,6980.000019
9266,4.51,6300.000191
8317,12,16790.00092
3515,6.48,9069.999695
604,8,11189.99958
604,8,11189.99958
9979,6.2,8670.000076
6133,7.9,11050.00019
6119,6.5,9090.000153
1870,8.75,12239.99977
8139,5.87,8210.000038
3946,6,8390.000343
8303,9,12590.00015
7540,7.89,11039.99996
5148,9.99,13979.99954
3206,8.5,11890.00034
4101,8,11189.99958
9750,6,8390.000343
6158,8,11189.99958
9834,8.25,11539.99996
7494,6.1,8529.999733
3028,9.98,13960.00004
2581,7.5,10489.99977
1764,5.45,7619.999886
846,5.4,7550.000191
9162,7.5,10489.99977
7958,10,13989.99977
2994,8.5,11890.00034
465,14,19590.00015
7327,5.32,7440.000057
264,8.7,12170.00008
9167,8.4,11750
3504,5.5,7690.000057
6519,8,11189.99958
7602,16.5,23079.99992
9787,4.78,6690.000057
7003,4.31,6030.00021
9793,6,8390.000343
4770,8.25,11539.99996
4157,4.25,5949.999809
8279,6.9,9649.999619
5427,4.97,6949.999809
4810,4.2,5880.000114
7268,4.21,5889.999866
7241,4.21,5889.999866
9608,5,7000
850,6.5,9090.000153
4845,4.45,6230.000019
2315,6.61,9250
5437,4.9,6860.000134
8824,5.89,8239.999771
5252,5.88,8229.999542
6241,7.7,10770.00046
3613,7.5,10489.99977
2261,7,9789.999962
2862,4.9,6860.000134
2217,6,8390.000343
6873,6.99,9779.999733
9624,5.87,8210.000038
8284,6,8390.000343
4176,19,26579.99992
5390,7.97,11149.99962
4809,4.69,6559.999943
8187,7.09,9920.000076
6843,5.89,8239.999771
3128,4.87,6809.999943
4148,9,12590.00015
3797,6.8,9510.000229
6268,6,8390.000343
824,37,51759.99832
2633,7.55,10560.00042
7025,5.1,7130.000114
7025,5.1,7130.000114
1934,5.75,8039.999962
6699,7.5,10489.99977
5227,4.31,6030.00021
8639,17.86,24989.99977
4493,4.31,6030.00021
4814,6.5,9090.000153
6469,7,9789.999962
3699,8.5,11890.00034
2374,4.63,6480.000019
8735,6,8390.000343
6248,5.98,8369.999886
1521,6.6,9229.999542
9637,5.6,7829.999924
6281,7.5,10489.99977
6094,6.98,9770.000458
9192,5.9,8250
1238,5,7000
5904,7.77,10869.99989
8125,8,11189.99958
7972,9.99,13979.99954
4719,11.25,15739.99977
8562,37,51759.99832
8457,4.67,6530.00021
7013,5.88,8229.999542
5397,7.75,10840.00015
6982,5.99,8380.000114
2031,7.5,10489.99977
7401,4.99,6980.000019
7772,4.2,5880.000114
2702,5,7000
2242,6.9,9649.999619
6649,50.2,70230.00336
7835,4.2,5880.000114
8783,4.4,6159.999847
3333,6,8390.000343
7472,4.98,6969.99979
6756,9.99,13979.99954
7825,6,8390.000343
6585,4.17,5829.999924
5429,9,12590.00015
4227,4.9,6860.000134
5511,5,7000
4726,5,7000
4780,7.5,10489.99977
7543,4.2,5880.000114
3145,3.4,4760.000229
1335,3.98,5570.000172
4915,4.6,6440.000057
4942,4.17,5829.999924
3450,4.25,5949.999809
1074,5,7000
5014,7,9789.999962
9342,4,5599.999905
3744,4.2,5880.000114
322,16,22379.99916
6459,13,18190.00053
4813,4.5,6300.000191
7032,3.95,5530.00021
5991,3.95,5530.00021
5748,7.5,10489.99977
3175,8.75,12239.99977
9972,5.99,8380.000114
6876,4,5599.999905
1968,5,7000
1483,5,7000
6750,4,5599.999905
3120,9.66,13510.00023
7834,4.59,6420.000076
9561,7,9789.999962
2944,4.5,6300.000191
4512,4.69,6559.999943
5538,7,9789.999962
4410,11.5,16090.00015
5447,4.75,6650.000095
4426,4.44,6210.000038
4230,4.5,6300.000191
6710,5.7,7969.99979
1532,5,7000
7552,5,7000
9226,5.2,7269.999981
5012,5,7000
7504,5.5,7690.000057
4018,5.5,7690.000057
6010,7.1,9930.000305
2567,7.5,10489.99977
5811,5,7000
4019,11,15390.00034
7072,9,12590.00015
6288,15.99,22370.00084
9179,4.99,6980.000019
6952,8,11189.99958
8655,4.9,6860.000134
5461,5.97,8350.000381
5222,4.99,6980.000019
6821,5.99,8380.000114
6824,4.98,6969.99979
4784,5.75,8039.999962
5732,5.45,7619.999886
1502,5,7000
9030,5.55,7760.000229
4792,5.25,7340.000153
7718,4.9,6860.000134
3800,9,12590.00015
8635,6.95,9720.000267
2929,4.85,6789.999962
4794,6.25,8739.999771
9132,4.9,6860.000134
4707,5.75,8039.999962
5122,4.88,6829.999924
2378,4.7,6579.999924
5912,5,7000
7271,4.75,6650.000095
7501,9.2,12869.99989
8518,4.6,6440.000057
5558,4.5,6300.000191
5021,4.59,6420.000076
9722,6.99,9779.999733
4051,5,7000
9152,5.9,8250
8641,4.8,6719.99979
8488,4.5,6300.000191
2320,4.49,6280.00021
1833,4.29,6000
7632,5,7000
7632,5,7000
6150,6.99,9779.999733
6816,10.25,14340.00015
8046,5,7000
8146,30,41970.00122
5909,4.6,6440.000057
4956,6,8390.000343
8043,5.5,7690.000057
294,6.25,8739.999771
3054,4.88,6829.999924
7344,5.1,7130.000114
4035,4.5,6300.000191
9155,4.75,6650.000095
8544,4.65,6510.000229
7051,4.5,6300.000191
1160,6.27,8770.000458
8743,6.99,9779.999733
6129,5.1,7130.000114
4998,4.69,6559.999943
9052,18,25180.00031
8747,5.8,8109.999657
4767,6.5,9090.000153
6863,5.9,8250
5913,9.99,13979.99954
1127,9.99,13979.99954
4633,7.65,10699.99981
6788,7.65,10699.99981
7563,28,39169.99817
6090,4.65,6510.000229
168,25,34979.99954
5078,5,7000
9140,4.59,6420.000076
9448,4.99,6980.000019
5733,4.65,6510.000229
3418,4.89,6840.000153
8280,6.75,9439.99958
9974,10,13989.99977
9117,5,7000
8219,140,195860.0006
2156,5.3,7409.999847
2156,5.3,7409.999847
9675,4.99,6980.000019
5065,4.65,6510.000229
8091,4.2,5880.000114
8495,4,5599.999905
2928,6.5,9090.000153
6147,7,9789.999962
9720,5.04,7050.000191
8767,8.5,11890.00034
7888,18,25180.00031
6612,8.5,11890.00034
5198,4.98,6969.99979
9654,9.5,13289.99996
9544,7.5,10489.99977
3858,17,23780.00069
4036,5.5,7690.000057
9880,4.5,6300.000191
5544,4.99,6980.000019
3410,4.97,6949.999809
1743,4.9,6860.000134
9683,5.3,7409.999847
4861,5.45,7619.999886
9340,5.47,7650.000095
9368,88.55,123879.9973
3073,5.5,7690.000057
7117,4,5599.999905
4257,4,5599.999905
7532,4.5,6300.000191
7923,8,11189.99958
1957,4,5599.999905
6326,6,8390.000343
9270,5.99,8380.000114
5004,5.95,8319.999695
8320,14,19590.00015
5829,6.1,8529.999733
3074,8,11189.99958
5546,5.95,8319.999695
777,18.99,26569.99969
8396,5.29,7400.000095
6580,5.27,7369.999886
4905,5.25,7340.000153
2184,5.5,7690.000057
8341,4.89,6840.000153
4446,6.5,9090.000153
6620,7.39,10340.00015
1467,5.26,7360.000134
6576,6,8390.000343
1780,4.5,6300.000191
8897,6,8390.000343
9225,5.35,7480.000019
3380,5.35,7480.000019
7705,6,8390.000343
4635,5.45,7619.999886
7929,8,11189.99958
9502,5.99,8380.000114
8021,4.92,6880.000114
8021,4.92,6880.000114
9447,9.5,13289.99996
2937,5.99,8380.000114
6152,8,11189.99958
4528,5.25,7340.000153
1518,5.25,7340.000153
2194,5.24,7329.999924
3549,5.12,7170.000076
9998,15,20989.99977
2881,5.5,7690.000057
2681,83,116120.0027
6457,4,5599.999905
3748,6.5,9090.000153
9904,5,7000
3655,5,7000
3439,4.9,6860.000134
8817,4.88,6829.999924
1524,4.4,6159.999847
7431,5.5,7690.000057
3806,4,5599.999905
2129,5.75,8039.999962
2490,6,8390.000343
1586,4.8,6719.99979
5523,4.99,6980.000019
965,5.5,7690.000057
3831,99.99,139889.9994
1490,4.25,5949.999809
3107,60,83940.00244
8788,4.15,5809.999943
2410,7.25,10140.00034
3441,7.12,9960.000038
2450,7,9789.999962
4866,4,5599.999905
9079,5.5,7690.000057
5647,21.5,30079.99992
9717,6,8390.000343
2209,15,20989.99977
7613,6,8390.000343
7015,12,16790.00092
8302,5.99,8380.000114
8427,6,8390.000343
2158,5.8,8109.999657
6059,5,7000
3082,4.5,6300.000191
8919,4.69,6559.999943
1812,5,7000
5322,3.33,4659.999847
3306,3.33,4659.999847
7160,3.75,5250
5672,4,5599.999905
9924,4,5599.999905
3199,3.59,5019.999981
7508,3.95,5530.00021
4152,4.25,5949.999809
3759,3.1,4340.000153
7126,3.9,5460.000038
3330,4,5599.999905
7238,2.9,4059.999943
5932,3.5,4900.000095
7777,6.5,9090.000153
1473,2.8,3920.000076
9512,4.2,5880.000114
1443,3.5,4900.000095
1343,2.5,3500
9721,2.5,3500
1781,2.8,3920.000076
6500,2.5,3500
3404,3,4199.999809
6079,3.6,5039.999962
2484,36.99,51750
1190,32,44770.00046
1190,32,44770.00046
1242,3,4199.999809
4516,5,7000
4516,5,7000
1,60,83940.00244
4068,4.25,5949.999809
9905,3.5,4900.000095
4262,3.25,4550.000191
2905,4,5599.999905
9647,3.5,4900.000095
5564,4.99,6980.000019
3139,15,20989.99977
7131,5,7000
7812,2.99,4179.999828
9153,3.5,4900.000095
1797,3.8,5320.000172
7740,3.31,4630.000114
3049,7.19,10060.00042
7996,36,50360.00061
5823,9.5,13289.99996
1773,4.3,6019.999981
1773,4.3,6019.999981
4851,11,15390.00034
6458,9,12590.00015
3879,3,4199.999809
5412,38,53159.99985
3658,3.4,4760.000229
7505,4.15,5809.999943
9381,5.06,7079.999924
1932,4.25,5949.999809
1785,6,8390.000343
6598,8,11189.99958
6598,8,11189.99958
7034,4,5599.999905
5837,8,11189.99958
3711,6,8390.000343
7744,3,4199.999809
5209,4.49,6280.00021
6412,3.5,4900.000095
7627,4,5599.999905
9909,50,69949.99695
1677,7.5,10489.99977
2860,3.59,5019.999981
3166,3.69,5159.999847
2789,5,7000
4918,3.8,5320.000172
4579,9.99,13979.99954
3376,4,5599.999905
4777,5,7000
5632,6,8390.000343
1416,5.3,7409.999847
4253,5.85,8180.000305
5189,3.75,5250
6485,4.25,5949.999809
5690,4,5599.999905
6869,1,1399.999976
3500,6,8390.000343
8676,5.95,8319.999695
8244,4.13,5780.00021
9669,5.4,7550.000191
2769,4.25,5949.999809
2476,5.4,7550.000191
7317,3.98,5570.000172
1529,12.99,18170.00008
9364,4.35,6090.000153
4132,12.5,17489.99977
2949,12.12,16959.99908
3226,5.99,8380.000114
2407,6.5,9090.000153
6931,5,7000
3464,8.5,11890.00034
3465,8.5,11890.00034
3341,5.99,8380.000114
5702,6.25,8739.999771
6752,8.25,11539.99996
1084,4.75,6650.000095
6818,6.1,8529.999733
3633,5.8,8109.999657
8845,7.1,9930.000305
1234,5.5,7690.000057
2968,6.4,8949.999809
2770,5.2,7269.999981
2742,10,13989.99977
1860,8.5,11890.00034
2049,12.5,17489.99977
1908,5.5,7690.000057
959,15,20989.99977
2831,8,11189.99958
6503,5,7000
2327,6.25,8739.999771
9245,5,7000
2286,5.05,7070.000172
3169,5.25,7340.000153
3965,6.15,8600.000381
7443,5.7,7969.99979
1770,4.7,6579.999924
3011,42,58759.99832
4002,5.7,7969.99979
3559,5,7000
9284,5,7000
5565,4.75,6650.000095
8122,4.98,6969.99979
9217,4.75,6650.000095
4779,7.5,10489.99977
812,6,8390.000343
8095,5,7000
8164,5.99,8380.000114
4517,7,9789.999962
2826,6.5,9090.000153
6226,6,8390.000343
1750,9.5,13289.99996
4576,7,9789.999962
4912,4.19,5860.000134
1904,4.8,6719.99979
1115,7,9789.999962
2715,7.6,10630.00011
2336,10,13989.99977
5010,8,11189.99958
4868,16,22379.99916
1703,7.5,10489.99977
3382,6,8390.000343
3034,4.25,5949.999809
7392,4.95,6929.999828
6137,7.77,10869.99989
4223,5.75,8039.999962
8012,6.5,9090.000153
4162,4,5599.999905
4419,4.25,5949.999809
7515,13.99,19569.99969
2953,6.99,9779.999733
5197,5.5,7690.000057
3250,5.85,8180.000305
3217,5.8,8109.999657
4699,5.6,7829.999924
9490,5,7000
5288,5,7000
1558,6,8390.000343
7422,5,7000
3060,25,34979.99954
6522,9.1,12729.99954
7811,6.5,9090.000153
8357,5.35,7480.000019
3700,8.5,11890.00034
8998,7.5,10489.99977
7326,5.25,7340.000153
2390,6.5,9090.000153
2927,7,9789.999962
5402,7.99,11180.00031
9846,5,7000
3327,4.45,6230.000019
8659,6.12,8560.00042
7810,5.6,7829.999924
7528,5.2,7269.999981
8837,5.5,7690.000057
7307,4.95,6929.999828
3839,6.49,9079.999924
3179,5,7000
3179,5,7000
3114,5.77,8069.999695
5926,6.4,8949.999809
2231,5.5,7690.000057
1636,7.1,9930.000305
6771,11,15390.00034
2586,4.99,6980.000019
4534,4.99,6980.000019
2728,4.99,6980.000019
5619,7.75,10840.00015
6685,4.99,6980.000019
4930,7.19,10060.00042
5480,5.99,8380.000114
8904,7.5,10489.99977
5433,6.8,9510.000229
3641,5,7000
6621,5.7,7969.99979
9204,5.5,7690.000057
3768,5.5,7690.000057
1845,5,7000
6544,6.25,8739.999771
8671,5.09,7119.999886
5612,7,9789.999962
1322,6.21,8689.99958
6126,6.4,8949.999809
4256,6.31,8829.999924
2892,7,9789.999962
5133,5.95,8319.999695
8274,5.7,7969.99979
8188,7.5,10489.99977
6160,6,8390.000343
3407,6,8390.000343
8583,6,8390.000343
4824,6,8390.000343
2111,5.7,7969.99979
2501,6.5,9090.000153
2824,6.25,8739.999771
6112,4.99,6980.000019
6936,5.9,8250
9022,5.25,7340.000153
5705,6.5,9090.000153
6588,5.99,8380.000114
3369,5.58,7809.999943
7200,6.25,8739.999771
6804,5.99,8380.000114
2125,5.99,8380.000114
9350,9,12590.00015
3855,5.95,8319.999695
5226,5.49,7679.999828
3889,6.8,9510.000229
6154,7.49,10479.99954
3350,5.5,7690.000057
3681,5.5,7690.000057
8490,5.49,7679.999828
3047,6.2,8670.000076
2819,6.75,9439.99958
4631,5.99,8380.000114
5196,6,8390.000343
2136,5.55,7760.000229
2223,7,9789.999962
2404,5.65,7900.000095
4216,5.7,7969.99979
3081,5.5,7690.000057
3539,5.38,7530.00021
6691,5.45,7619.999886
9001,6,8390.000343
8951,6.07,8489.999771
7824,5.1,7130.000114
2982,12.55,17559.99947
6705,5.15,7199.999809
4691,5,7000
6976,6.5,9090.000153
1778,4.75,6650.000095
1767,4.75,6650.000095
4519,4.95,6929.999828
2168,5,7000
9805,5.6,7829.999924
4632,4.99,6980.000019
5878,4.99,6980.000019
2948,8.15,11399.99962
5338,4.75,6650.000095
2999,5.3,7409.999847
8108,4.8,6719.99979
6782,4.8,6719.99979
2661,5.25,7340.000153
2883,5.9,8250
2575,5.9,8250
9665,6.75,9439.99958
4808,6.2,8670.000076
426,5.75,8039.999962
610,5.75,8039.999962
5722,5.8,8109.999657
2135,5.5,7690.000057
4878,5.4,7550.000191
3771,5.98,8369.999886
2677,5.99,8380.000114
7435,5.99,8380.000114
3695,5.99,8380.000114
7911,5.7,7969.99979
4660,6.65,9300.000191
3106,58,81139.99939
7819,6.5,9090.000153
5579,5.69,7960.000038
2875,5.94,8310.00042
6642,7.85,10979.99954
2036,5.55,7760.000229
7861,8.5,11890.00034
3161,6.99,9779.999733
9250,5.99,8380.000114
4117,5.98,8369.999886
3892,5.95,8319.999695
3144,9,12590.00015
8586,5.9,8250
2771,5.9,8250
3776,5.75,8039.999962
8444,5.8,8109.999657
4175,5.8,8109.999657
3287,15.43,21590.00015
8343,5.85,8180.000305
2377,6.5,9090.000153
5237,5.8,8109.999657
2956,5.8,8109.999657
3769,5.79,8100.000381
2235,5.7,7969.99979
9157,5.7,7969.99979
7730,5.75,8039.999962
5962,5.7,7969.99979
6130,5.69,7960.000038
9656,5.8,8109.999657
9335,5.99,8380.000114
5020,5.7,7969.99979
3433,5.65,7900.000095
2170,5.65,7900.000095
2732,5.5,7690.000057
7741,5.5,7690.000057
3474,5.5,7690.000057
2088,5.56,7780.00021
3067,5.55,7760.000229
3497,5.5,7690.000057
8949,5.75,8039.999962
6550,6.16,8619.999886
5279,5.5,7690.000057
2758,5.5,7690.000057
5686,6.04,8449.999809
9174,5.45,7619.999886
9535,5.5,7690.000057
3959,5.49,7679.999828
6411,5.98,8369.999886
8054,5.98,8369.999886
3907,5.8,8109.999657
8540,5.56,7780.00021
5273,5.5,7690.000057
5462,5.49,7679.999828
9319,5.99,8380.000114
4406,5.49,7679.999828
5467,5.49,7679.999828
9005,8,11189.99958
4505,7,9789.999962
5246,6.4,8949.999809
3125,7.77,10869.99989
8512,5.7,7969.99979
5286,5.2,7269.999981
5683,4.99,6980.000019
3929,4.99,6980.000019
2238,5.17,7230.000019
5575,5,7000
5575,5,7000
6657,5,7000
7642,6.25,8739.999771
506,7.5,10489.99977
3614,9.99,13979.99954
2873,9.5,13289.99996
2942,9.98,13960.00004
9692,14.95,20920.00008
6795,15,20989.99977
2308,5.89,8239.999771
1385,5.5,7690.000057
2976,5.55,7760.000229
2825,5.8,8109.999657
5366,5.75,8039.999962
7733,5.85,8180.000305
2577,5.55,7760.000229
9289,5.69,7960.000038
4951,5.75,8039.999962
6514,5.88,8229.999542
2106,5.75,8039.999962
981,6,8390.000343
4046,5.99,8380.000114
8519,5.98,8369.999886
8706,5.94,8310.00042
3228,5.89,8239.999771
3192,5.5,7690.000057
7989,5.49,7679.999828
926,5,7000
2282,6,8390.000343
3039,8.99,12579.99992
1859,6.79,9500
6735,6,8390.000343
1898,5,7000
8379,4.99,6980.000019
3344,11,15390.00034
1362,6.95,9720.000267
2691,6.97,9750
993,5,7000
3080,5,7000
3897,4.99,6980.000019
8946,5.95,8319.999695
3853,6.2,8670.000076
8719,10,13989.99977
6932,40,55959.99908
7525,5.75,8039.999962
919,5,7000
9390,4.5,6300.000191
3238,4.62,6460.000038
3784,8.02,11220.00027
8832,4.98,6969.99979
8694,5.99,8380.000114
3152,4.93,6900.000095
8190,8.5,11890.00034
6191,7.8,10909.99985
7145,9,12590.00015
4120,8,11189.99958
2339,6,8390.000343
7390,6,8390.000343
6331,5.9,8250
6077,5.99,8380.000114
7742,6.9,9649.999619
9298,7.4,10350.00038
3845,5.82,8140.000343
5321,6,8390.000343
9943,9.5,13289.99996
1575,6,8390.000343
3336,6,8390.000343
1392,4.99,6980.000019
3223,5.5,7690.000057
7195,5,7000
4662,5,7000
8196,5,7000
6195,8,11189.99958
3044,6,8390.000343
3261,4.79,6699.999809
7709,5,7000
7298,6.2,8670.000076
9042,5,7000
2241,4.9,6860.000134
5367,4.95,6929.999828
5155,4.71,6590.000153
4111,4.75,6650.000095
6421,4.72,6599.999905
